# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_exon_variant	variants_effect_protein_protein_contact	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DSG3	DSG3	NM_001944.2		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DSG4	DSG4	NM_001134453.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DSG4	DSG4	NM_177986.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DUOX2	DUOX2	NM_014080.4		1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
DUOXA2	DUOXA2	NM_207581.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DZIP1	DZIP1	NM_014934.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DZIP1	DZIP1	NM_198968.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
E2F4	E2F4	NM_001950.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EBF2	EBF2	NM_022659.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EDA2R	EDA2R	NM_001199687.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EDA2R	EDA2R	NM_001242310.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EDA2R	EDA2R	NM_021783.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EDAR	EDAR	NM_022336.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EDN3	EDN3	NM_001302455.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EDN3	EDN3	NM_001302456.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EDN3	EDN3	NM_207032.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EDN3	EDN3	NM_207033.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EDN3	EDN3	NM_207034.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EFCAB12	EFCAB12	NM_207307.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EFCAB5	EFCAB5	NM_198529.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EFEMP1	EFEMP1	NM_001039348.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EFEMP1	EFEMP1	NM_001039349.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EFNB1	EFNB1	NM_004429.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EIF1B-AS1	EIF1B-AS1	NR_033965.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EIF2AK2	EIF2AK2	NM_001135651.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EIF2AK2	EIF2AK2	NM_001135652.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EIF2AK2	EIF2AK2	NM_002759.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EIF4G3	EIF4G3	NM_001198801.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EIF4G3	EIF4G3	NM_001198802.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EIF4G3	EIF4G3	NM_001198803.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EIF4G3	EIF4G3	NM_003760.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELAVL2	ELAVL2	NM_001171195.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELAVL2	ELAVL2	NM_001171197.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELAVL2	ELAVL2	NM_004432.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELF4	ELF4	NM_001127197.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELF4	ELF4	NM_001421.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELK4	ELK4	NM_001973.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELK4	ELK4	NM_021795.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELMO1	ELMO1	NM_001206480.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELMO1	ELMO1	NM_001206482.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELMO1	ELMO1	NM_014800.10		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EMID1	EMID1	NM_001267895.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EMID1	EMID1	NM_133455.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EML1	EML1	NM_001008707.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EML1	EML1	NM_004434.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EML4	EML4	NM_001145076.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EML4	EML4	NM_019063.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EML5	EML5	NM_183387.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENAM	ENAM	NM_031889.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENKD1	ENKD1	NM_032140.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENOX1	ENOX1	NM_001127615.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENOX1	ENOX1	NM_001242863.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENOX1	ENOX1	NM_017993.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENPP3	ENPP3	NM_005021.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENPP3	ENPP3	NR_133007.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EPB41L2	EPB41L2	NM_001135554.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPB41L2	EPB41L2	NM_001135555.3		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPB41L2	EPB41L2	NM_001199388.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPB41L2	EPB41L2	NM_001252660.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPB41L2	EPB41L2	NM_001431.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHA6	EPHA6	NM_001080448.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHA6	EPHA6	NM_001278300.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHA6	EPHA6	NM_173655.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHB1	EPHB1	NM_004441.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPRS	EPRS	NM_004446.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERAL1	ERAL1	NM_005702.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERC1	ERC1	NM_001301248.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERC1	ERC1	NM_178039.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERC1	ERC1	NM_178040.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERC1	ERC1	NR_027946.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ERC1	ERC1	NR_027948.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ERC1	ERC1	NR_027949.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERG	ERG	NM_001136154.1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ERG	ERG	NM_001136155.1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ERG	ERG	NM_001243428.1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ERG	ERG	NM_001243429.1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ERG	ERG	NM_001243432.2		0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ERG	ERG	NM_001291391.1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ERG	ERG	NM_004449.4		0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ERG	ERG	NM_182918.3		0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ERICH3	ERICH3	NM_001002912.4		0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ERICH3-AS1	ERICH3-AS1	NR_121670.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERICH3-AS1	ERICH3-AS1	NR_121671.1		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ESRRB	ESRRB	NM_004452.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESYT2	ESYT2	NM_020728.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EVI5	EVI5	NM_001308248.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EVI5	EVI5	NM_005665.5		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EVPL	EVPL	NM_001988.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXD2	EXD2	NM_001193360.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXD2	EXD2	NM_001193361.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXD2	EXD2	NM_001193362.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXD2	EXD2	NM_001193363.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXD2	EXD2	NM_018199.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXD2	EXD2	NR_034164.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EXD2	EXD2	NR_034165.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EXOC3L1	EXOC3L1	NM_178516.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXT1	EXT1	NM_000127.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EYA1	EYA1	NM_000503.5		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EYA1	EYA1	NM_001288574.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EYA1	EYA1	NM_001288575.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EYA1	EYA1	NM_172058.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EYA1	EYA1	NM_172059.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EYA1	EYA1	NM_172060.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EYA2	EYA2	NM_005244.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EYA2	EYA2	NM_172110.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EYS	EYS	NM_001142800.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EYS	EYS	NM_001142801.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EYS	EYS	NM_001292009.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EYS	EYS	NM_198283.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
F8	F8	NM_000132.3		1	0	2	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0
FAM135B	FAM135B	NM_015912.3		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
FAM160A2	FAM160A2	NM_001098794.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM160A2	FAM160A2	NM_032127.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM171A1	FAM171A1	NM_001010924.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAM173A	FAM173A	NM_001271285.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FAM173A	FAM173A	NM_023933.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FAM198A	FAM198A	NM_001129908.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAM214A	FAM214A	NM_001286495.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAM214A	FAM214A	NM_019600.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAM214A	FAM214A	NR_104457.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM47B	FAM47B	NM_152631.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAM57B	FAM57B	NM_031478.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAM81B	FAM81B	NM_152548.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAM90A1	FAM90A1	NM_018088.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAM98C	FAM98C	NM_174905.3		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FAN1	FAN1	NM_014967.4		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FARP1	FARP1	NM_001286839.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FARP1	FARP1	NM_005766.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAT3	FAT3	NM_001008781.2		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
FAT4	FAT4	NM_001291285.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAT4	FAT4	NM_001291303.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAT4	FAT4	NM_024582.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FBN2	FBN2	NM_001999.3		1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
FBN3	FBN3	NM_032447.3		1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
FBP2	FBP2	NM_003837.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FBXL16	FBXL16	NM_153350.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FBXL18	FBXL18	NM_024963.4		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FBXL6	FBXL6	NM_012162.3		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBXL6	FBXL6	NM_024555.5		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBXO11	FBXO11	NM_001190274.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FBXO11	FBXO11	NM_025133.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FCRL4	FCRL4	NM_031282.2		0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
FCRL5	FCRL5	NM_001195388.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FCRL5	FCRL5	NM_031281.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FCRL6	FCRL6	NM_001004310.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FCRL6	FCRL6	NM_001284217.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FER1L6	FER1L6	NM_001039112.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FER1L6-AS1	FER1L6-AS1	NR_040044.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FERMT1	FERMT1	NM_017671.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FGD1	FGD1	NM_004463.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FGD3	FGD3	NM_001083536.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FGD3	FGD3	NM_001286993.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FGD3	FGD3	NM_033086.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FGF11	FGF11	NM_001303460.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FGF11	FGF11	NM_004112.3		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FGF11	FGF11	NR_130156.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FHAD1	FHAD1	NM_052929.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FHDC1	FHDC1	NM_033393.2		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
FLNA	FLNA	NM_001110556.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FLNA	FLNA	NM_001456.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FLNB	FLNB	NM_001164317.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FLNB	FLNB	NM_001164318.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FLNB	FLNB	NM_001164319.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FLNB	FLNB	NM_001457.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FLNC	FLNC	NM_001127487.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FLNC	FLNC	NM_001458.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FLT3	FLT3	NM_004119.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FLT3	FLT3	NR_130706.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FMN2	FMN2	NM_001305424.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FMN2	FMN2	NM_020066.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FMO3	FMO3	NM_001002294.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FMO3	FMO3	NM_006894.5		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FMO6P	FMO6P	NR_002601.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FMR1NB	FMR1NB	NM_152578.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FN1	FN1	NM_001306129.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FN1	FN1	NM_001306130.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FN1	FN1	NM_001306131.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FN1	FN1	NM_001306132.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FN1	FN1	NM_002026.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FN1	FN1	NM_212474.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FN1	FN1	NM_212476.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FN1	FN1	NM_212478.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FN1	FN1	NM_212482.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FNDC1	FNDC1	NM_032532.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FOLH1	FOLH1	NM_001014986.1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FOLH1	FOLH1	NM_001193471.1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FOLH1	FOLH1	NM_001193472.1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FOLH1	FOLH1	NM_001193473.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FOLH1	FOLH1	NM_004476.1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FOXE1	FOXE1	NM_004473.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FOXR2	FOXR2	NM_198451.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FPGT-TNNI3K	FPGT-TNNI3K	NM_001112808.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FPGT-TNNI3K	FPGT-TNNI3K	NM_001199327.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FRAS1	FRAS1	NM_001166133.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FRAS1	FRAS1	NM_025074.6		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
FREM3	FREM3	NM_001168235.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FRMD4B	FRMD4B	NM_015123.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FRMPD3	FRMPD3	NM_032428.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FRMPD4	FRMPD4	NM_014728.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FSIP2	FSIP2	NM_173651.2		0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
FTH1	FTH1	NM_002032.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FUS	FUS	NM_001170634.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FUS	FUS	NM_001170937.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FUS	FUS	NM_004960.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FUS	FUS	NR_028388.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FUT9	FUT9	NM_006581.3		1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
FYB	FYB	NM_001243093.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FYB	FYB	NM_001465.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FYB	FYB	NM_199335.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GABRA2	GABRA2	NM_000807.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GABRA2	GABRA2	NM_001114175.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GABRA2	GABRA2	NM_001286827.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GABRG1	GABRG1	NM_173536.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GABRG2	GABRG2	NM_000816.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GABRG2	GABRG2	NM_198903.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GABRG2	GABRG2	NM_198904.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GABRQ	GABRQ	NM_018558.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GADL1	GADL1	NM_207359.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GAK	GAK	NM_001286833.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GAK	GAK	NM_005255.2		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GALNT13	GALNT13	NM_001301627.1		0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GALNT13	GALNT13	NM_052917.3		0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GALP	GALP	NM_001145546.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GALP	GALP	NM_033106.3		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GC	GC	NM_000583.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GC	GC	NM_001204306.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GC	GC	NM_001204307.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GFM2	GFM2	NM_001281302.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GFM2	GFM2	NM_032380.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GFM2	GFM2	NM_170681.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GFM2	GFM2	NM_170691.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GFM2	GFM2	NR_104006.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GFOD1	GFOD1	NM_001242628.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GFOD1	GFOD1	NM_001242630.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GFOD1	GFOD1	NM_018988.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GFPT1	GFPT1	NM_001244710.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GFPT1	GFPT1	NM_002056.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
